,key,accession,name,source_database,length,source_organism_taxID,source_organism_scientificName,source_organism_fullName
201,201,A0A024JW23,NMO domain-containing protein,unreviewed,530,47839,Mycobacterium triplex,Mycobacterium triplex
202,202,A0A024JY20,"Oxidoreductase, 2-nitropropane dioxygenase",unreviewed,313,47839,Mycobacterium triplex,Mycobacterium triplex
203,203,A0A024JY38,NMO domain-containing protein,unreviewed,312,47839,Mycobacterium triplex,Mycobacterium triplex
204,204,A0A024JYF7,NMO domain-containing protein,unreviewed,376,47839,Mycobacterium triplex,Mycobacterium triplex
205,205,A0A024JYF9,NMO domain-containing protein,unreviewed,374,47839,Mycobacterium triplex,Mycobacterium triplex
206,206,A0A024JYP9,NMO domain-containing protein,unreviewed,339,47839,Mycobacterium triplex,Mycobacterium triplex
207,207,A0A024JZE1,"Oxidoreductase, 2-nitropropane dioxygenase",unreviewed,316,47839,Mycobacterium triplex,Mycobacterium triplex
208,208,A0A024K3T1,NMO domain-containing protein,unreviewed,353,47839,Mycobacterium triplex,Mycobacterium triplex
209,209,A0A024K672,NMO domain-containing protein,unreviewed,356,47839,Mycobacterium triplex,Mycobacterium triplex
210,210,A0A024K934,NMO domain-containing protein,unreviewed,477,1380412,Devosia sp. DBB001,Devosia sp. DBB001
211,211,A0A024P240,Nitronate monooxygenase,unreviewed,318,195088,Halobacillus karajensis,Halobacillus karajensis
212,212,A0A024P3M2,NMO domain-containing protein,unreviewed,355,195088,Halobacillus karajensis,Halobacillus karajensis
213,213,A0A024Q836,NMO domain-containing protein,unreviewed,330,1462526,Virgibacillus massiliensis,Virgibacillus massiliensis
214,214,A0A024Q980,NMO domain-containing protein,unreviewed,353,1462526,Virgibacillus massiliensis,Virgibacillus massiliensis
215,215,A0A024QPQ8,NMO domain-containing protein,unreviewed,376,1795,Mycolicibacterium neoaurum,Mycolicibacterium neoaurum
216,216,A0A024QR28,NMO domain-containing protein,unreviewed,346,1795,Mycolicibacterium neoaurum,Mycolicibacterium neoaurum
217,217,A0A024QRE1,NMO domain-containing protein,unreviewed,373,1795,Mycolicibacterium neoaurum,Mycolicibacterium neoaurum
218,218,A0A024QS20,NMO domain-containing protein,unreviewed,244,1795,Mycolicibacterium neoaurum,Mycolicibacterium neoaurum
219,219,A0A024QU45,NMO domain-containing protein,unreviewed,329,1795,Mycolicibacterium neoaurum,Mycolicibacterium neoaurum
220,220,A0A024QVR1,NMO domain-containing protein,unreviewed,280,1795,Mycolicibacterium neoaurum,Mycolicibacterium neoaurum
221,221,A0A024QY11,NMO domain-containing protein,unreviewed,379,1795,Mycolicibacterium neoaurum,Mycolicibacterium neoaurum
222,222,A0A024QYF6,NMO domain-containing protein,unreviewed,357,1795,Mycolicibacterium neoaurum,Mycolicibacterium neoaurum
223,223,A0A024S6R5,NMO domain-containing protein,unreviewed,330,1344414,Hypocrea jecorina (strain ATCC 56765 / BCRC 32924 / NRRL 11460 / Rut C-30),Hypocrea jecorina (strain ATCC 56765 / BCRC 32924 / NRRL 11460 / Rut C-30)
224,224,A0A024S6V7,NMO domain-containing protein,unreviewed,363,1344414,Hypocrea jecorina (strain ATCC 56765 / BCRC 32924 / NRRL 11460 / Rut C-30),Hypocrea jecorina (strain ATCC 56765 / BCRC 32924 / NRRL 11460 / Rut C-30)
225,225,A0A024S940,NMO domain-containing protein,unreviewed,356,1344414,Hypocrea jecorina (strain ATCC 56765 / BCRC 32924 / NRRL 11460 / Rut C-30),Hypocrea jecorina (strain ATCC 56765 / BCRC 32924 / NRRL 11460 / Rut C-30)
226,226,A0A024SCM1,NMO domain-containing protein,unreviewed,325,1344414,Hypocrea jecorina (strain ATCC 56765 / BCRC 32924 / NRRL 11460 / Rut C-30),Hypocrea jecorina (strain ATCC 56765 / BCRC 32924 / NRRL 11460 / Rut C-30)
227,227,A0A024SIZ3,NMO domain-containing protein,unreviewed,375,1344414,Hypocrea jecorina (strain ATCC 56765 / BCRC 32924 / NRRL 11460 / Rut C-30),Hypocrea jecorina (strain ATCC 56765 / BCRC 32924 / NRRL 11460 / Rut C-30)
228,228,A0A024UDM7,NMO domain-containing protein,unreviewed,353,157072,Aphanomyces invadans,Aphanomyces invadans
229,229,A0A024UF52,NMO domain-containing protein,unreviewed,348,157072,Aphanomyces invadans,Aphanomyces invadans
230,230,A0A024YJ10,NMO domain-containing protein,unreviewed,372,1460244,Streptomyces sp. PCS3-D2,Streptomyces sp. PCS3-D2
231,231,A0A024YNG8,NMO domain-containing protein,unreviewed,363,1460244,Streptomyces sp. PCS3-D2,Streptomyces sp. PCS3-D2
232,232,A0A024YVB6,NMO domain-containing protein,unreviewed,371,1460244,Streptomyces sp. PCS3-D2,Streptomyces sp. PCS3-D2
233,233,A0A024Z2N4,NMO domain-containing protein,unreviewed,361,1460244,Streptomyces sp. PCS3-D2,Streptomyces sp. PCS3-D2
234,234,A0A031FUP9,Dioxygenase,unreviewed,350,273677,Microbacterium oleivorans,Microbacterium oleivorans
235,235,A0A031G732,NMO domain-containing protein,unreviewed,354,1470589,Pseudomonas sp. RIT288,Pseudomonas sp. RIT288
236,236,A0A031GD72,NMO domain-containing protein,unreviewed,322,1470589,Pseudomonas sp. RIT288,Pseudomonas sp. RIT288
237,237,A0A031GEW0,NMO domain-containing protein,unreviewed,383,1270,Micrococcus luteus,Micrococcus luteus
238,238,A0A031GHB3,NMO domain-containing protein,unreviewed,421,29581,Janthinobacterium lividum,Janthinobacterium lividum
239,239,A0A031GLE0,NMO domain-containing protein,unreviewed,323,29581,Janthinobacterium lividum,Janthinobacterium lividum
240,240,A0A031GNL6,NMO domain-containing protein,unreviewed,317,29581,Janthinobacterium lividum,Janthinobacterium lividum
241,241,A0A031GSY3,NMO domain-containing protein,unreviewed,353,29581,Janthinobacterium lividum,Janthinobacterium lividum
242,242,A0A031H0B6,NMO domain-containing protein,unreviewed,384,1270,Micrococcus luteus,Micrococcus luteus
243,243,A0A031HHY3,NMO domain-containing protein,unreviewed,318,1470591,Sphingomonas sp. RIT328,Sphingomonas sp. RIT328
244,244,A0A031HKH8,NMO domain-containing protein,unreviewed,339,1470591,Sphingomonas sp. RIT328,Sphingomonas sp. RIT328
245,245,A0A031HP98,NMO domain-containing protein,unreviewed,319,1468410,Delftia sp. RIT313,Delftia sp. RIT313
246,246,A0A031HRI3,NMO domain-containing protein,unreviewed,357,1468410,Delftia sp. RIT313,Delftia sp. RIT313
247,247,A0A031I230,NMO domain-containing protein,unreviewed,467,1470591,Sphingomonas sp. RIT328,Sphingomonas sp. RIT328
248,248,A0A031I2K6,"Oxidoreductase, 2-nitropropane dioxygenase family protein",unreviewed,384,1270,Micrococcus luteus,Micrococcus luteus
249,249,A0A031I806,NMO domain-containing protein,unreviewed,355,1470591,Sphingomonas sp. RIT328,Sphingomonas sp. RIT328
250,250,A0A031ICB3,NMO domain-containing protein,unreviewed,324,1468410,Delftia sp. RIT313,Delftia sp. RIT313
251,251,A0A031ID85,NMO domain-containing protein,unreviewed,312,1470592,Exiguobacterium sp. RIT341,Exiguobacterium sp. RIT341
252,252,A0A031J468,NMO domain-containing protein,unreviewed,352,1470593,Pseudomonas sp. RIT357,Pseudomonas sp. RIT357
253,253,A0A031J541,NMO domain-containing protein,unreviewed,320,1470593,Pseudomonas sp. RIT357,Pseudomonas sp. RIT357
254,254,A0A031JGF6,NMO domain-containing protein,unreviewed,467,13689,Sphingomonas paucimobilis,Sphingomonas paucimobilis
255,255,A0A031JJ33,NMO domain-containing protein,unreviewed,338,13689,Sphingomonas paucimobilis,Sphingomonas paucimobilis
256,256,A0A031JLN1,NMO domain-containing protein,unreviewed,362,13689,Sphingomonas paucimobilis,Sphingomonas paucimobilis
257,257,A0A031JLN4,Nitronate monooxygenase,unreviewed,325,13689,Sphingomonas paucimobilis,Sphingomonas paucimobilis
258,258,A0A031JQQ9,NMO domain-containing protein,unreviewed,330,158500,Novosphingobium resinovorum,Novosphingobium resinovorum
259,259,A0A031JRA0,NMO domain-containing protein,unreviewed,341,158500,Novosphingobium resinovorum,Novosphingobium resinovorum
260,260,A0A031JW50,NMO domain-containing protein,unreviewed,283,158500,Novosphingobium resinovorum,Novosphingobium resinovorum
261,261,A0A031JWW5,NMO domain-containing protein,unreviewed,354,158500,Novosphingobium resinovorum,Novosphingobium resinovorum
262,262,A0A031K154,NMO domain-containing protein,unreviewed,313,158500,Novosphingobium resinovorum,Novosphingobium resinovorum
263,263,A0A031K2J8,NMO domain-containing protein,unreviewed,316,158500,Novosphingobium resinovorum,Novosphingobium resinovorum
264,264,A0A031K5H5,NMO domain-containing protein,unreviewed,326,158500,Novosphingobium resinovorum,Novosphingobium resinovorum
265,265,A0A031K786,NMO domain-containing protein,unreviewed,468,158500,Novosphingobium resinovorum,Novosphingobium resinovorum
266,266,A0A031LV01,NMO domain-containing protein,unreviewed,349,466088,Acinetobacter sp. Ver3,Acinetobacter sp. Ver3
267,267,A0A031MJ12,NMO domain-containing protein,unreviewed,321,653930,Pseudomonas bauzanensis,Pseudomonas bauzanensis
268,268,A0A031WIF2,2-nitropropane dioxygenase,unreviewed,309,1496,Clostridioides difficile,Clostridioides difficile
269,269,A0A031WJ83,NMO domain-containing protein,unreviewed,332,1496,Clostridioides difficile,Clostridioides difficile
270,270,A0A033UUE0,Probable nitronate monooxygenase,unreviewed,346,1413510,Staphylococcus aureus C0673,Staphylococcus aureus C0673
271,271,A0A037Z0M2,NMO domain-containing protein,unreviewed,357,1230342,Clostridium tetanomorphum DSM 665,Clostridium tetanomorphum DSM 665
272,272,A0A037Z159,NMO domain-containing protein,unreviewed,311,1230342,Clostridium tetanomorphum DSM 665,Clostridium tetanomorphum DSM 665
273,273,A0A037ZKV2,Uncharacterized protein,unreviewed,2766,1454373,Actibacterium mucosum KCTC 23349,Actibacterium mucosum KCTC 23349
274,274,A0A045H0K9,NMO domain-containing protein,unreviewed,375,1773,Mycobacterium tuberculosis,Mycobacterium tuberculosis
275,275,A0A045HSH8,2-nitropropane dioxygenase,unreviewed,322,1773,Mycobacterium tuberculosis,Mycobacterium tuberculosis
276,276,A0A045I665,NMO domain-containing protein,unreviewed,355,1773,Mycobacterium tuberculosis,Mycobacterium tuberculosis
277,277,A0A045IJ09,NMO domain-containing protein,unreviewed,344,1773,Mycobacterium tuberculosis,Mycobacterium tuberculosis
278,278,A0A045JPU6,NMO domain-containing protein,unreviewed,376,1773,Mycobacterium tuberculosis,Mycobacterium tuberculosis
279,279,A0A049D0G9,NMO domain-containing protein,unreviewed,376,1427296,Mycobacterium avium XTB13-223,Mycobacterium avium XTB13-223
280,280,A0A049D266,Uncharacterized protein,unreviewed,320,1427296,Mycobacterium avium XTB13-223,Mycobacterium avium XTB13-223
281,281,A0A049D2J1,Uncharacterized protein,unreviewed,327,1427296,Mycobacterium avium XTB13-223,Mycobacterium avium XTB13-223
282,282,A0A049D753,NMO domain-containing protein,unreviewed,372,1427296,Mycobacterium avium XTB13-223,Mycobacterium avium XTB13-223
283,283,A0A049D8D2,NMO domain-containing protein,unreviewed,339,1427296,Mycobacterium avium XTB13-223,Mycobacterium avium XTB13-223
284,284,A0A049DE31,Uncharacterized protein,unreviewed,313,1427296,Mycobacterium avium XTB13-223,Mycobacterium avium XTB13-223
285,285,A0A049DHF4,NMO domain-containing protein,unreviewed,341,1427296,Mycobacterium avium XTB13-223,Mycobacterium avium XTB13-223
286,286,A0A049DLK2,NMO domain-containing protein,unreviewed,327,1427296,Mycobacterium avium XTB13-223,Mycobacterium avium XTB13-223
287,287,A0A049DXV9,NMO domain-containing protein,unreviewed,356,1427296,Mycobacterium avium XTB13-223,Mycobacterium avium XTB13-223
288,288,A0A051TS22,NMO domain-containing protein,unreviewed,357,1324261,Mycobacterium [tuberculosis] TKK-01-0051,Mycobacterium [tuberculosis] TKK-01-0051
289,289,A0A051TW26,NMO domain-containing protein,unreviewed,335,1324261,Mycobacterium [tuberculosis] TKK-01-0051,Mycobacterium [tuberculosis] TKK-01-0051
290,290,A0A051TZ54,NMO domain-containing protein,unreviewed,376,1324261,Mycobacterium [tuberculosis] TKK-01-0051,Mycobacterium [tuberculosis] TKK-01-0051
291,291,A0A051TZL4,Uncharacterized protein,unreviewed,327,1324261,Mycobacterium [tuberculosis] TKK-01-0051,Mycobacterium [tuberculosis] TKK-01-0051
292,292,A0A051TZX0,NMO domain-containing protein,unreviewed,339,1324261,Mycobacterium [tuberculosis] TKK-01-0051,Mycobacterium [tuberculosis] TKK-01-0051
293,293,A0A051U0K5,NMO domain-containing protein,unreviewed,214,1324261,Mycobacterium [tuberculosis] TKK-01-0051,Mycobacterium [tuberculosis] TKK-01-0051
294,294,A0A051U3R6,NMO domain-containing protein,unreviewed,367,1324261,Mycobacterium [tuberculosis] TKK-01-0051,Mycobacterium [tuberculosis] TKK-01-0051
295,295,A0A051U3S0,Uncharacterized protein,unreviewed,318,1324261,Mycobacterium [tuberculosis] TKK-01-0051,Mycobacterium [tuberculosis] TKK-01-0051
296,296,A0A051U654,NMO domain-containing protein,unreviewed,341,1324261,Mycobacterium [tuberculosis] TKK-01-0051,Mycobacterium [tuberculosis] TKK-01-0051
297,297,A0A051UFV2,NMO domain-containing protein,unreviewed,327,1324261,Mycobacterium [tuberculosis] TKK-01-0051,Mycobacterium [tuberculosis] TKK-01-0051
298,298,A0A058ZJN0,Putative modular PKS system,unreviewed,2659,1461693,Actibacterium atlanticum,Actibacterium atlanticum
299,299,A0A059BAG8,Uncharacterized protein,unreviewed,332,71139,Eucalyptus grandis,Eucalyptus grandis (Flooded gum)
300,300,A0A059DL52,NMO domain-containing protein,unreviewed,331,1280944,Hyphomonas sp. CY54-11-8,Hyphomonas sp. CY54-11-8
301,301,A0A059DN71,NMO domain-containing protein,unreviewed,325,1280944,Hyphomonas sp. CY54-11-8,Hyphomonas sp. CY54-11-8
302,302,A0A059DQL4,NMO domain-containing protein,unreviewed,391,1280944,Hyphomonas sp. CY54-11-8,Hyphomonas sp. CY54-11-8
303,303,A0A059DR24,NMO domain-containing protein,unreviewed,327,1280944,Hyphomonas sp. CY54-11-8,Hyphomonas sp. CY54-11-8
304,304,A0A059DVE4,NMO domain-containing protein,unreviewed,329,1280944,Hyphomonas sp. CY54-11-8,Hyphomonas sp. CY54-11-8
305,305,A0A059DVL1,Trans-2-enoyl-ACP reductase II,unreviewed,312,1280944,Hyphomonas sp. CY54-11-8,Hyphomonas sp. CY54-11-8
306,306,A0A059DY48,Nitronate monooxygenase,unreviewed,312,1280948,Hyphomonas atlantica,Hyphomonas atlantica
307,307,A0A059DYM5,NMO domain-containing protein,unreviewed,327,1280948,Hyphomonas atlantica,Hyphomonas atlantica
308,308,A0A059DZH1,NMO domain-containing protein,unreviewed,311,1280948,Hyphomonas atlantica,Hyphomonas atlantica
309,309,A0A059E173,NMO domain-containing protein,unreviewed,391,1280948,Hyphomonas atlantica,Hyphomonas atlantica
310,310,A0A059E1P4,NMO domain-containing protein,unreviewed,329,1280948,Hyphomonas atlantica,Hyphomonas atlantica
311,311,A0A059E2K5,Trans-2-enoyl-ACP reductase II,unreviewed,312,1207058,Hyphomonas sp. L-53-1-40,Hyphomonas sp. L-53-1-40
312,312,A0A059E3D1,NMO domain-containing protein,unreviewed,329,1207058,Hyphomonas sp. L-53-1-40,Hyphomonas sp. L-53-1-40
313,313,A0A059E5R1,NMO domain-containing protein,unreviewed,331,1280948,Hyphomonas atlantica,Hyphomonas atlantica
314,314,A0A059E9M1,NMO domain-containing protein,unreviewed,327,1207058,Hyphomonas sp. L-53-1-40,Hyphomonas sp. L-53-1-40
315,315,A0A059EFD1,NMO domain-containing protein,unreviewed,331,1207058,Hyphomonas sp. L-53-1-40,Hyphomonas sp. L-53-1-40
316,316,A0A059F6S4,NMO domain-containing protein,unreviewed,325,1280952,Hyphomonas jannaschiana VP2,Hyphomonas jannaschiana VP2
317,317,A0A059F961,Trans-2-enoyl-ACP reductase II,unreviewed,325,1280951,Hyphomonas hirschiana VP5,Hyphomonas hirschiana VP5
318,318,A0A059FC52,NMO domain-containing protein,unreviewed,327,1280952,Hyphomonas jannaschiana VP2,Hyphomonas jannaschiana VP2
319,319,A0A059FG56,NMO domain-containing protein,unreviewed,331,1280952,Hyphomonas jannaschiana VP2,Hyphomonas jannaschiana VP2
320,320,A0A059FJQ7,NMO domain-containing protein,unreviewed,327,1280950,Hyphomonas johnsonii MHS-2,Hyphomonas johnsonii MHS-2
321,321,A0A059FJR9,NMO domain-containing protein,unreviewed,325,1280950,Hyphomonas johnsonii MHS-2,Hyphomonas johnsonii MHS-2
322,322,A0A059FKE7,NMO domain-containing protein,unreviewed,329,1280952,Hyphomonas jannaschiana VP2,Hyphomonas jannaschiana VP2
323,323,A0A059FL77,NMO domain-containing protein,unreviewed,312,1280952,Hyphomonas jannaschiana VP2,Hyphomonas jannaschiana VP2
324,324,A0A059FN14,Trans-2-enoyl-ACP reductase II,unreviewed,312,1280951,Hyphomonas hirschiana VP5,Hyphomonas hirschiana VP5
325,325,A0A059FP20,Trans-2-enoyl-ACP reductase II,unreviewed,312,1280950,Hyphomonas johnsonii MHS-2,Hyphomonas johnsonii MHS-2
326,326,A0A059FPQ7,NMO domain-containing protein,unreviewed,322,1280951,Hyphomonas hirschiana VP5,Hyphomonas hirschiana VP5
327,327,A0A059FT07,NMO domain-containing protein,unreviewed,333,1280950,Hyphomonas johnsonii MHS-2,Hyphomonas johnsonii MHS-2
328,328,A0A059FY80,NMO domain-containing protein,unreviewed,351,1280951,Hyphomonas hirschiana VP5,Hyphomonas hirschiana VP5
329,329,A0A059FYE3,NMO domain-containing protein,unreviewed,332,1280951,Hyphomonas hirschiana VP5,Hyphomonas hirschiana VP5
330,330,A0A059G0I2,NMO domain-containing protein,unreviewed,325,1280951,Hyphomonas hirschiana VP5,Hyphomonas hirschiana VP5
331,331,A0A059G4L3,NMO domain-containing protein,unreviewed,316,1280953,Hyphomonas oceanitis SCH89,Hyphomonas oceanitis SCH89
332,332,A0A059G584,NMO domain-containing protein,unreviewed,328,1280953,Hyphomonas oceanitis SCH89,Hyphomonas oceanitis SCH89
333,333,A0A059G5F9,NMO domain-containing protein,unreviewed,325,1280953,Hyphomonas oceanitis SCH89,Hyphomonas oceanitis SCH89
334,334,A0A059G5W1,NMO domain-containing protein,unreviewed,517,1280953,Hyphomonas oceanitis SCH89,Hyphomonas oceanitis SCH89
335,335,A0A059G6E9,Trans-2-enoyl-ACP reductase II,unreviewed,312,1280953,Hyphomonas oceanitis SCH89,Hyphomonas oceanitis SCH89
336,336,A0A059G7V2,NMO domain-containing protein,unreviewed,332,1280953,Hyphomonas oceanitis SCH89,Hyphomonas oceanitis SCH89
337,337,A0A059GBB8,Trans-2-enoyl-ACP reductase II,unreviewed,327,1280953,Hyphomonas oceanitis SCH89,Hyphomonas oceanitis SCH89
338,338,A0A059GBE1,NMO domain-containing protein,unreviewed,325,1280953,Hyphomonas oceanitis SCH89,Hyphomonas oceanitis SCH89
339,339,A0A059IW76,Enoyl-(Acyl-carrier-protein) reductase II,unreviewed,342,1150948,Wolbachia endosymbiont of Glossina morsitans morsitans,Wolbachia endosymbiont of Glossina morsitans morsitans
340,340,A0A059IWJ0,NMO domain-containing protein,unreviewed,453,1150948,Wolbachia endosymbiont of Glossina morsitans morsitans,Wolbachia endosymbiont of Glossina morsitans morsitans
341,341,A0A059J011,NMO domain-containing protein,unreviewed,354,1215338,Trichophyton interdigitale (strain MR816),Trichophyton interdigitale (strain MR816)
342,342,A0A059J7S4,NMO domain-containing protein,unreviewed,349,1215338,Trichophyton interdigitale (strain MR816),Trichophyton interdigitale (strain MR816)
343,343,A0A059J8Y7,NMO domain-containing protein,unreviewed,356,1215338,Trichophyton interdigitale (strain MR816),Trichophyton interdigitale (strain MR816)
344,344,A0A059JB04,NMO domain-containing protein,unreviewed,333,1215338,Trichophyton interdigitale (strain MR816),Trichophyton interdigitale (strain MR816)
345,345,A0A059KIT0,NMO domain-containing protein,unreviewed,354,1286631,Sphaerotilus natans subsp. natans DSM 6575,Sphaerotilus natans subsp. natans DSM 6575
346,346,A0A059KPY3,NMO domain-containing protein,unreviewed,319,1286631,Sphaerotilus natans subsp. natans DSM 6575,Sphaerotilus natans subsp. natans DSM 6575
