,key,accession,entry_protein_locations_fragments_start,entry_protein_locations_fragments_end,entry_protein_locations_fragments_dc-status,entry_protein_locations_model,entry_protein_locations_score,protein_length,source_database,entry_type,entry_integrated
282,282,PF03060,21,358,CONTINUOUS,PF03060,5.5e-55,372,pfam,domain,ipr004136
283,283,PF03060,10,336,CONTINUOUS,PF03060,9.5e-73,339,pfam,domain,ipr004136
284,284,PF03060,11,60,CONTINUOUS,PF03060,4.4e-07,313,pfam,domain,ipr004136
285,285,PF03060,9,337,CONTINUOUS,PF03060,9.8e-99,341,pfam,domain,ipr004136
286,286,PF03060,58,325,CONTINUOUS,PF03060,5.9e-33,327,pfam,domain,ipr004136
287,287,PF03060,5,341,CONTINUOUS,PF03060,8.4e-106,356,pfam,domain,ipr004136
288,288,PF03060,5,341,CONTINUOUS,PF03060,4.6e-106,357,pfam,domain,ipr004136
289,289,PF03060,10,241,CONTINUOUS,PF03060,1.4e-19,335,pfam,domain,ipr004136
290,290,PF03060,21,309,CONTINUOUS,PF03060,1.3e-47,376,pfam,domain,ipr004136
291,291,PF03060,9,64,CONTINUOUS,PF03060,1e-09,327,pfam,domain,ipr004136
292,292,PF03060,9,336,CONTINUOUS,PF03060,7.6e-71,339,pfam,domain,ipr004136
293,293,PF03060,4,191,CONTINUOUS,PF03060,7.1e-35,214,pfam,domain,ipr004136
294,294,PF03060,16,353,CONTINUOUS,PF03060,5.9e-55,367,pfam,domain,ipr004136
295,295,PF03060,10,61,CONTINUOUS,PF03060,2.9e-08,318,pfam,domain,ipr004136
296,296,PF03060,8,338,CONTINUOUS,PF03060,6.7e-100,341,pfam,domain,ipr004136
297,297,PF03060,65,250,CONTINUOUS,PF03060,1.1e-29,327,pfam,domain,ipr004136
298,298,PF03060,126,212,CONTINUOUS,PF03060,2.5e-07,2659,pfam,domain,ipr004136
299,299,PF03060,6,73,CONTINUOUS,PF03060,3.6e-14,332,pfam,domain,ipr004136
300,300,PF03060,84,241,CONTINUOUS,PF03060,4.7e-17,331,pfam,domain,ipr004136
301,301,PF03060,5,311,CONTINUOUS,PF03060,1.9e-58,325,pfam,domain,ipr004136
302,302,PF03060,5,367,CONTINUOUS,PF03060,9.9e-73,391,pfam,domain,ipr004136
303,303,PF03060,4,309,CONTINUOUS,PF03060,3.7e-61,327,pfam,domain,ipr004136
304,304,PF03060,3,309,CONTINUOUS,PF03060,5e-56,329,pfam,domain,ipr004136
305,305,PF03060,8,76,CONTINUOUS,PF03060,1.5e-19,312,pfam,domain,ipr004136
306,306,PF03060,8,75,CONTINUOUS,PF03060,2.4e-17,312,pfam,domain,ipr004136
307,307,PF03060,5,309,CONTINUOUS,PF03060,5e-62,327,pfam,domain,ipr004136
308,308,PF03060,62,277,CONTINUOUS,PF03060,1.5e-19,311,pfam,domain,ipr004136
309,309,PF03060,5,367,CONTINUOUS,PF03060,9.9e-73,391,pfam,domain,ipr004136
310,310,PF03060,3,309,CONTINUOUS,PF03060,4.6e-57,329,pfam,domain,ipr004136
311,311,PF03060,8,75,CONTINUOUS,PF03060,7.1e-17,312,pfam,domain,ipr004136
312,312,PF03060,3,309,CONTINUOUS,PF03060,2.3e-56,329,pfam,domain,ipr004136
313,313,PF03060,74,307,CONTINUOUS,PF03060,8.3e-21,331,pfam,domain,ipr004136
314,314,PF03060,4,309,CONTINUOUS,PF03060,6e-62,327,pfam,domain,ipr004136
315,315,PF03060,72,308,CONTINUOUS,PF03060,2.9e-20,331,pfam,domain,ipr004136
316,316,PF03060,5,311,CONTINUOUS,PF03060,4.3e-58,325,pfam,domain,ipr004136
317,317,PF03060,4,82,CONTINUOUS,PF03060,6.7e-18,325,pfam,domain,ipr004136
318,318,PF03060,4,309,CONTINUOUS,PF03060,2.5e-62,327,pfam,domain,ipr004136
319,319,PF03060,83,241,CONTINUOUS,PF03060,4.6e-18,331,pfam,domain,ipr004136
320,320,PF03060,5,309,CONTINUOUS,PF03060,6e-63,327,pfam,domain,ipr004136
321,321,PF03060,3,309,CONTINUOUS,PF03060,1.6e-56,325,pfam,domain,ipr004136
322,322,PF03060,3,309,CONTINUOUS,PF03060,3.3e-58,329,pfam,domain,ipr004136
323,323,PF03060,9,301,CONTINUOUS,PF03060,1.2e-56,312,pfam,domain,ipr004136
324,324,PF03060,8,75,CONTINUOUS,PF03060,5.2e-20,312,pfam,domain,ipr004136
325,325,PF03060,8,75,CONTINUOUS,PF03060,1.1e-18,312,pfam,domain,ipr004136
326,326,PF03060,5,311,CONTINUOUS,PF03060,2e-57,322,pfam,domain,ipr004136
327,327,PF03060,71,246,CONTINUOUS,PF03060,1.7e-18,333,pfam,domain,ipr004136
328,328,PF03060,9,343,CONTINUOUS,PF03060,3.3e-74,351,pfam,domain,ipr004136
329,329,PF03060,13,307,CONTINUOUS,PF03060,2.4e-19,332,pfam,domain,ipr004136
330,330,PF03060,3,309,CONTINUOUS,PF03060,1.7e-59,325,pfam,domain,ipr004136
331,331,PF03060,6,303,CONTINUOUS,PF03060,4.4e-23,316,pfam,domain,ipr004136
332,332,PF03060,5,310,CONTINUOUS,PF03060,2.7e-51,328,pfam,domain,ipr004136
333,333,PF03060,5,310,CONTINUOUS,PF03060,9.2e-59,325,pfam,domain,ipr004136
334,334,PF03060,70,349,CONTINUOUS,PF03060,1.8e-07,517,pfam,domain,ipr004136
335,335,PF03060,8,75,CONTINUOUS,PF03060,1.4e-18,312,pfam,domain,ipr004136
336,336,PF03060,69,247,CONTINUOUS,PF03060,1.1e-18,332,pfam,domain,ipr004136
337,337,PF03060,4,82,CONTINUOUS,PF03060,9.2e-18,327,pfam,domain,ipr004136
338,338,PF03060,3,309,CONTINUOUS,PF03060,2e-55,325,pfam,domain,ipr004136
339,339,PF03060,10,83,CONTINUOUS,PF03060,1.2e-17,342,pfam,domain,ipr004136
340,340,PF03060,135,306,CONTINUOUS,PF03060,3.1e-09,453,pfam,domain,ipr004136
341,341,PF03060,133,341,CONTINUOUS,PF03060,6.3e-26,354,pfam,domain,ipr004136
342,342,PF03060,7,329,CONTINUOUS,PF03060,1.3e-52,349,pfam,domain,ipr004136
343,343,PF03060,8,339,CONTINUOUS,PF03060,4.3e-56,356,pfam,domain,ipr004136
344,344,PF03060,6,309,CONTINUOUS,PF03060,1.4e-56,333,pfam,domain,ipr004136
345,345,PF03060,10,347,CONTINUOUS,PF03060,5.5e-60,354,pfam,domain,ipr004136
346,346,PF03060,81,240,CONTINUOUS,PF03060,9.2e-19,319,pfam,domain,ipr004136
347,347,PF03060,88,302,CONTINUOUS,PF03060,2.5e-25,322,pfam,domain,ipr004136
348,348,PF03060,8,345,CONTINUOUS,PF03060,2.6e-77,354,pfam,domain,ipr004136
349,349,PF03060,83,312,CONTINUOUS,PF03060,3.8e-19,325,pfam,domain,ipr004136
350,350,PF03060,3,307,CONTINUOUS,PF03060,4.2e-57,327,pfam,domain,ipr004136
351,351,PF03060,81,299,CONTINUOUS,PF03060,2.9e-40,310,pfam,domain,ipr004136
352,352,PF03060,82,341,CONTINUOUS,PF03060,1.4e-71,366,pfam,domain,ipr004136
353,353,PF03060,8,357,CONTINUOUS,PF03060,4.3e-50,370,pfam,domain,ipr004136
354,354,PF03060,18,89,CONTINUOUS,PF03060,1.2e-22,332,pfam,domain,ipr004136
355,355,PF03060,88,300,CONTINUOUS,PF03060,1.1e-23,318,pfam,domain,ipr004136
356,356,PF03060,9,349,CONTINUOUS,PF03060,1.3e-75,362,pfam,domain,ipr004136
357,357,PF03060,16,350,CONTINUOUS,PF03060,2.2e-43,367,pfam,domain,ipr004136
358,358,PF03060,4,344,CONTINUOUS,PF03060,6.8e-108,366,pfam,domain,ipr004136
359,359,PF03060,21,354,CONTINUOUS,PF03060,5.9e-92,365,pfam,domain,ipr004136
360,360,PF03060,4,239,CONTINUOUS,PF03060,2.1e-07,407,pfam,domain,ipr004136
361,361,PF03060,81,308,CONTINUOUS,PF03060,9.8e-33,320,pfam,domain,ipr004136
362,362,PF03060,4,127,CONTINUOUS,PF03060,1.5e-12,131,pfam,domain,ipr004136
363,363,PF03060,2,165,CONTINUOUS,PF03060,5.2e-24,176,pfam,domain,ipr004136
364,364,PF03060,10,326,CONTINUOUS,PF03060,3e-48,337,pfam,domain,ipr004136
365,365,PF03060,10,326,CONTINUOUS,PF03060,3e-48,337,pfam,domain,ipr004136
366,366,PF03060,14,351,CONTINUOUS,PF03060,4.1e-88,364,pfam,domain,ipr004136
367,367,PF03060,24,93,CONTINUOUS,PF03060,1.7e-17,368,pfam,domain,ipr004136
368,368,PF03060,12,340,CONTINUOUS,PF03060,2.9e-67,343,pfam,domain,ipr004136
369,369,PF03060,12,339,CONTINUOUS,PF03060,3.2e-66,343,pfam,domain,ipr004136
370,370,PF03060,91,306,CONTINUOUS,PF03060,3.5e-20,319,pfam,domain,ipr004136
371,371,PF03060,30,391,CONTINUOUS,PF03060,1.2e-28,417,pfam,domain,ipr004136
372,372,PF03060,9,304,CONTINUOUS,PF03060,1.4e-19,317,pfam,domain,ipr004136
373,373,PF03060,77,301,CONTINUOUS,PF03060,1.8e-18,314,pfam,domain,ipr004136
374,374,PF03060,55,420,CONTINUOUS,PF03060,2e-32,464,pfam,domain,ipr004136
375,375,PF03060,7,362,CONTINUOUS,PF03060,4.5e-119,363,pfam,domain,ipr004136
376,376,PF03060,10,83,CONTINUOUS,PF03060,5.6e-18,348,pfam,domain,ipr004136
377,377,PF03060,153,336,CONTINUOUS,PF03060,1.2e-09,474,pfam,domain,ipr004136
378,378,PF03060,185,350,CONTINUOUS,PF03060,4.7e-07,476,pfam,domain,ipr004136
379,379,PF03060,34,97,CONTINUOUS,PF03060,4.5e-19,362,pfam,domain,ipr004136
380,380,PF03060,6,346,CONTINUOUS,PF03060,4.5e-52,354,pfam,domain,ipr004136
381,381,PF03060,3,74,CONTINUOUS,PF03060,3.2e-15,315,pfam,domain,ipr004136
382,382,PF03060,3,302,CONTINUOUS,PF03060,2.2e-72,318,pfam,domain,ipr004136
383,383,PF03060,10,333,CONTINUOUS,PF03060,5.3e-56,353,pfam,domain,ipr004136
384,384,PF03060,6,331,CONTINUOUS,PF03060,1e-47,350,pfam,domain,ipr004136
385,385,PF03060,86,277,CONTINUOUS,PF03060,2.8e-24,294,pfam,domain,ipr004136
386,386,PF03060,12,64,CONTINUOUS,PF03060,4.8e-12,278,pfam,domain,ipr004136
387,387,PF03060,26,322,CONTINUOUS,PF03060,4.1e-33,337,pfam,domain,ipr004136
388,388,PF03060,8,310,CONTINUOUS,PF03060,4.5e-54,331,pfam,domain,ipr004136
389,389,PF03060,7,334,CONTINUOUS,PF03060,7.8e-58,351,pfam,domain,ipr004136
390,390,PF03060,73,405,CONTINUOUS,PF03060,1.2e-61,416,pfam,domain,ipr004136
391,391,PF03060,1,356,CONTINUOUS,PF03060,5.6e-31,373,pfam,domain,ipr004136
392,392,PF03060,7,323,CONTINUOUS,PF03060,3.5e-53,325,pfam,domain,ipr004136
393,393,PF03060,2,37,CONTINUOUS,PF03060,6.7e-07,117,pfam,domain,ipr004136
394,394,PF03060,3,336,CONTINUOUS,PF03060,4.1e-92,352,pfam,domain,ipr004136
395,395,PF03060,3,343,CONTINUOUS,PF03060,3.6e-104,363,pfam,domain,ipr004136
396,396,PF03060,14,350,CONTINUOUS,PF03060,5.5e-47,367,pfam,domain,ipr004136
397,397,PF03060,298,576,CONTINUOUS,PF03060,7.6e-09,2443,pfam,domain,ipr004136
398,398,PF03060,5,310,CONTINUOUS,PF03060,1.7e-54,331,pfam,domain,ipr004136
399,399,PF03060,5,298,CONTINUOUS,PF03060,1.5e-70,310,pfam,domain,ipr004136
400,400,PF03060,31,352,CONTINUOUS,PF03060,8.1e-42,397,pfam,domain,ipr004136
401,401,PF03060,1,323,CONTINUOUS,PF03060,5.1e-18,327,pfam,domain,ipr004136
402,402,PF03060,8,129,CONTINUOUS,PF03060,4.9e-28,235,pfam,domain,ipr004136
403,403,PF03060,6,76,CONTINUOUS,PF03060,2.1e-12,334,pfam,domain,ipr004136
404,404,PF03060,76,244,CONTINUOUS,PF03060,7e-39,295,pfam,domain,ipr004136
405,405,PF03060,5,309,CONTINUOUS,PF03060,8.4e-61,330,pfam,domain,ipr004136
406,406,PF03060,149,358,CONTINUOUS,PF03060,1.4e-08,470,pfam,domain,ipr004136
407,407,PF03060,94,333,CONTINUOUS,PF03060,3.5e-31,352,pfam,domain,ipr004136
408,408,PF03060,3,342,CONTINUOUS,PF03060,8e-75,347,pfam,domain,ipr004136
409,409,PF03060,1,320,CONTINUOUS,PF03060,1e-64,324,pfam,domain,ipr004136
410,410,PF03060,7,345,CONTINUOUS,PF03060,1e-96,350,pfam,domain,ipr004136
411,411,PF03060,3,126,CONTINUOUS,PF03060,1.5e-11,140,pfam,domain,ipr004136
412,412,PF03060,6,301,CONTINUOUS,PF03060,3.3e-67,316,pfam,domain,ipr004136
413,413,PF03060,1,57,CONTINUOUS,PF03060,5e-17,83,pfam,domain,ipr004136
414,414,PF03060,5,80,CONTINUOUS,PF03060,1.3e-11,103,pfam,domain,ipr004136
415,415,PF03060,7,45,CONTINUOUS,PF03060,7.2e-10,50,pfam,domain,ipr004136
416,416,PF03060,20,91,CONTINUOUS,PF03060,4.6e-15,120,pfam,domain,ipr004136
417,417,PF03060,9,300,CONTINUOUS,PF03060,3.2e-22,314,pfam,domain,ipr004136
418,418,PF03060,3,337,CONTINUOUS,PF03060,1.1e-94,342,pfam,domain,ipr004136
419,419,PF03060,7,74,CONTINUOUS,PF03060,1.4e-14,316,pfam,domain,ipr004136
420,420,PF03060,6,300,CONTINUOUS,PF03060,7e-25,315,pfam,domain,ipr004136
421,421,PF03060,6,346,CONTINUOUS,PF03060,9.8e-90,353,pfam,domain,ipr004136
422,422,PF03060,89,304,CONTINUOUS,PF03060,4.3e-24,310,pfam,domain,ipr004136
423,423,PF03060,34,342,CONTINUOUS,PF03060,1.4e-50,360,pfam,domain,ipr004136
424,424,PF03060,6,304,CONTINUOUS,PF03060,3.3e-68,320,pfam,domain,ipr004136
425,425,PF03060,18,342,CONTINUOUS,PF03060,1.5e-10,464,pfam,domain,ipr004136
426,426,PF03060,93,314,CONTINUOUS,PF03060,4.6e-16,330,pfam,domain,ipr004136
427,427,PF03060,3,339,CONTINUOUS,PF03060,4.2e-68,353,pfam,domain,ipr004136
428,428,PF03060,5,311,CONTINUOUS,PF03060,3.1e-60,328,pfam,domain,ipr004136
429,429,PF03060,5,342,CONTINUOUS,PF03060,2.1e-66,348,pfam,domain,ipr004136
430,430,PF03060,5,342,CONTINUOUS,PF03060,8.5e-68,348,pfam,domain,ipr004136
431,431,PF03060,5,342,CONTINUOUS,PF03060,1.2e-68,348,pfam,domain,ipr004136
432,432,PF03060,3,310,CONTINUOUS,PF03060,1.3e-62,323,pfam,domain,ipr004136
433,433,PF03060,3,310,CONTINUOUS,PF03060,4.1e-63,323,pfam,domain,ipr004136
434,434,PF03060,5,342,CONTINUOUS,PF03060,8.7e-68,348,pfam,domain,ipr004136
435,435,PF03060,5,342,CONTINUOUS,PF03060,2.9e-68,348,pfam,domain,ipr004136
436,436,PF03060,3,310,CONTINUOUS,PF03060,1.6e-62,323,pfam,domain,ipr004136
437,437,PF03060,5,342,CONTINUOUS,PF03060,1.1e-68,348,pfam,domain,ipr004136
438,438,PF03060,3,310,CONTINUOUS,PF03060,9.2e-63,323,pfam,domain,ipr004136
439,439,PF03060,3,310,CONTINUOUS,PF03060,6.2e-63,323,pfam,domain,ipr004136
440,440,PF03060,5,342,CONTINUOUS,PF03060,1.1e-68,348,pfam,domain,ipr004136
441,441,PF03060,5,221,CONTINUOUS,PF03060,6e-45,225,pfam,domain,ipr004136
442,442,PF03060,3,310,CONTINUOUS,PF03060,6.2e-63,323,pfam,domain,ipr004136
443,443,PF03060,5,342,CONTINUOUS,PF03060,1.1e-68,348,pfam,domain,ipr004136
444,444,PF03060,5,309,CONTINUOUS,PF03060,7.6e-62,327,pfam,domain,ipr004136
445,445,PF03060,19,241,CONTINUOUS,PF03060,1.6e-19,333,pfam,domain,ipr004136
446,446,PF03060,48,236,CONTINUOUS,PF03060,1e-19,324,pfam,domain,ipr004136
447,447,PF03060,6,347,CONTINUOUS,PF03060,4e-84,358,pfam,domain,ipr004136
448,448,PF03060,14,376,CONTINUOUS,PF03060,7.3e-71,389,pfam,domain,ipr004136
449,449,PF03060,3,309,CONTINUOUS,PF03060,5e-56,329,pfam,domain,ipr004136
450,450,PF03060,8,76,CONTINUOUS,PF03060,7.6e-20,312,pfam,domain,ipr004136
451,451,PF03060,88,303,CONTINUOUS,PF03060,3.4e-20,313,pfam,domain,ipr004136
452,452,PF03060,8,76,CONTINUOUS,PF03060,7.3e-20,312,pfam,domain,ipr004136
453,453,PF03060,3,309,CONTINUOUS,PF03060,2.8e-55,329,pfam,domain,ipr004136
454,454,PF03060,5,309,CONTINUOUS,PF03060,5.1e-61,327,pfam,domain,ipr004136
455,455,PF03060,5,368,CONTINUOUS,PF03060,7.4e-72,380,pfam,domain,ipr004136
456,456,PF03060,85,295,CONTINUOUS,PF03060,6.4e-32,322,pfam,domain,ipr004136
457,457,PF03060,71,306,CONTINUOUS,PF03060,3.7e-19,332,pfam,domain,ipr004136
458,458,PF03060,8,75,CONTINUOUS,PF03060,1.4e-18,312,pfam,domain,ipr004136
459,459,PF03060,4,309,CONTINUOUS,PF03060,1.1e-61,327,pfam,domain,ipr004136
460,460,PF03060,3,309,CONTINUOUS,PF03060,2.3e-55,325,pfam,domain,ipr004136
461,461,PF03060,5,310,CONTINUOUS,PF03060,1.2e-58,325,pfam,domain,ipr004136
462,462,PF03060,4,82,CONTINUOUS,PF03060,6.6e-19,327,pfam,domain,ipr004136
463,463,PF03060,8,76,CONTINUOUS,PF03060,7.2e-19,312,pfam,domain,ipr004136
464,464,PF03060,26,259,CONTINUOUS,PF03060,8.3e-18,292,pfam,domain,ipr004136
465,465,PF03060,10,245,CONTINUOUS,PF03060,2.4e-21,328,pfam,domain,ipr004136
466,466,PF03060,3,309,CONTINUOUS,PF03060,7.7e-61,325,pfam,domain,ipr004136
467,467,PF03060,5,312,CONTINUOUS,PF03060,4.4e-57,322,pfam,domain,ipr004136
468,468,PF03060,4,342,CONTINUOUS,PF03060,9.3e-73,348,pfam,domain,ipr004136
469,469,PF03060,86,356,CONTINUOUS,PF03060,1e-07,553,pfam,domain,ipr004136
470,470,PF03060,152,253,CONTINUOUS,PF03060,3.9e-07,1811,pfam,domain,ipr004136
471,471,PF03060,9,81,CONTINUOUS,PF03060,6.3e-19,321,pfam,domain,ipr004136
472,472,PF03060,11,350,CONTINUOUS,PF03060,1.9e-75,361,pfam,domain,ipr004136
473,473,PF03060,19,376,CONTINUOUS,PF03060,1e-32,396,pfam,domain,ipr004136
474,474,PF03060,13,305,CONTINUOUS,PF03060,3.2e-24,319,pfam,domain,ipr004136
475,475,PF03060,14,259,CONTINUOUS,PF03060,2.2e-50,491,pfam,domain,ipr004136
476,476,PF03060,105,209,CONTINUOUS,PF03060,4.8e-08,2521,pfam,domain,ipr004136
477,477,PF03060,9,283,CONTINUOUS,PF03060,3.1e-58,381,pfam,domain,ipr004136
478,478,PF03060,178,371,CONTINUOUS,PF03060,5.7e-16,387,pfam,domain,ipr004136
479,479,PF03060,6,309,CONTINUOUS,PF03060,2.5e-47,330,pfam,domain,ipr004136
480,480,PF03060,9,173,CONTINUOUS,PF03060,4.8e-23,413,pfam,domain,ipr004136
481,481,PF03060,5,341,CONTINUOUS,PF03060,3.1e-66,346,pfam,domain,ipr004136
482,482,PF03060,59,307,CONTINUOUS,PF03060,1.8e-19,327,pfam,domain,ipr004136
483,483,PF03060,5,342,CONTINUOUS,PF03060,2.1e-73,349,pfam,domain,ipr004136
484,484,PF03060,7,302,CONTINUOUS,PF03060,9.8e-70,316,pfam,domain,ipr004136
485,485,PF03060,8,335,CONTINUOUS,PF03060,1.9e-107,344,pfam,domain,ipr004136
486,486,PF03060,5,77,CONTINUOUS,PF03060,4e-17,319,pfam,domain,ipr004136
487,487,PF03060,5,78,CONTINUOUS,PF03060,8e-15,339,pfam,domain,ipr004136
488,488,PF03060,6,302,CONTINUOUS,PF03060,3.4e-67,315,pfam,domain,ipr004136
489,489,PF03060,3,305,CONTINUOUS,PF03060,1.5e-50,312,pfam,domain,ipr004136
490,490,PF03060,3,303,CONTINUOUS,PF03060,5.3e-73,324,pfam,domain,ipr004136
491,491,PF03060,9,361,CONTINUOUS,PF03060,1.8e-48,376,pfam,domain,ipr004136
492,492,PF03060,10,338,CONTINUOUS,PF03060,3.1e-93,341,pfam,domain,ipr004136
493,493,PF03060,5,70,CONTINUOUS,PF03060,4.6e-14,304,pfam,domain,ipr004136
494,494,PF03060,6,340,CONTINUOUS,PF03060,1.8e-105,354,pfam,domain,ipr004136
495,495,PF03060,22,359,CONTINUOUS,PF03060,2.6e-44,374,pfam,domain,ipr004136
496,496,PF03060,7,309,CONTINUOUS,PF03060,9.1e-50,332,pfam,domain,ipr004136
497,497,PF03060,9,71,CONTINUOUS,PF03060,1.8e-09,318,pfam,domain,ipr004136
498,498,PF03060,7,310,CONTINUOUS,PF03060,1.6e-43,377,pfam,domain,ipr004136
499,499,PF03060,80,307,CONTINUOUS,PF03060,1.6e-19,318,pfam,domain,ipr004136
500,500,PF03060,14,323,CONTINUOUS,PF03060,2.8e-49,345,pfam,domain,ipr004136
501,501,PF03060,185,466,CONTINUOUS,PF03060,5.1e-07,470,pfam,domain,ipr004136
502,502,PF03060,15,357,CONTINUOUS,PF03060,2.1e-29,389,pfam,domain,ipr004136
503,503,PF03060,96,199,CONTINUOUS,PF03060,1.8e-07,2277,pfam,domain,ipr004136
504,504,PF03060,2,333,CONTINUOUS,PF03060,2.3e-91,351,pfam,domain,ipr004136
505,505,PF03060,304,559,CONTINUOUS,PF03060,8.1e-10,733,pfam,domain,ipr004136
506,506,PF03060,178,492,CONTINUOUS,PF03060,5.5e-16,1939,pfam,domain,ipr004136
507,507,PF03060,16,353,CONTINUOUS,PF03060,8.8e-48,366,pfam,domain,ipr004136
508,508,PF03060,7,334,CONTINUOUS,PF03060,2.6e-84,349,pfam,domain,ipr004136
509,509,PF03060,12,336,CONTINUOUS,PF03060,2.7e-50,355,pfam,domain,ipr004136
510,510,PF03060,60,290,CONTINUOUS,PF03060,1.2e-36,309,pfam,domain,ipr004136
511,511,PF03060,7,241,CONTINUOUS,PF03060,9.8e-47,242,pfam,domain,ipr004136
512,512,PF03060,9,338,CONTINUOUS,PF03060,1.2e-54,359,pfam,domain,ipr004136
513,513,PF03060,6,318,CONTINUOUS,PF03060,1.2e-48,339,pfam,domain,ipr004136
514,514,PF03060,136,340,CONTINUOUS,PF03060,4.9e-17,353,pfam,domain,ipr004136
515,515,PF03060,33,363,CONTINUOUS,PF03060,1.8e-49,382,pfam,domain,ipr004136
516,516,PF03060,93,200,CONTINUOUS,PF03060,1.4e-08,2320,pfam,domain,ipr004136
517,517,PF03060,11,85,CONTINUOUS,PF03060,1.5e-20,322,pfam,domain,ipr004136
518,518,PF03060,9,332,CONTINUOUS,PF03060,1.3e-49,350,pfam,domain,ipr004136
519,519,PF03060,9,288,CONTINUOUS,PF03060,4.3e-54,372,pfam,domain,ipr004136
520,520,PF03060,15,341,CONTINUOUS,PF03060,4e-29,357,pfam,domain,ipr004136
521,521,PF03060,6,309,CONTINUOUS,PF03060,3.2e-54,330,pfam,domain,ipr004136
522,522,PF03060,8,279,CONTINUOUS,PF03060,6.4e-71,326,pfam,domain,ipr004136
523,523,PF03060,174,240,CONTINUOUS,PF03060,1.2e-12,495,pfam,domain,ipr004136
524,524,PF03060,56,170,CONTINUOUS,PF03060,6.1e-18,182,pfam,domain,ipr004136
525,525,PF03060,7,89,CONTINUOUS,PF03060,7.1e-14,300,pfam,domain,ipr004136
526,526,PF03060,7,75,CONTINUOUS,PF03060,5.3e-13,332,pfam,domain,ipr004136
527,527,PF03060,6,73,CONTINUOUS,PF03060,1.3e-13,332,pfam,domain,ipr004136
528,528,PF03060,86,344,CONTINUOUS,PF03060,1.3e-11,549,pfam,domain,ipr004136
529,529,PF03060,5,308,CONTINUOUS,PF03060,4.4e-56,330,pfam,domain,ipr004136
530,530,PF03060,8,69,CONTINUOUS,PF03060,7.4e-07,352,pfam,domain,ipr004136
531,531,PF03060,2,324,CONTINUOUS,PF03060,2.1e-28,340,pfam,domain,ipr004136
532,532,PF03060,5,330,CONTINUOUS,PF03060,9.1e-56,350,pfam,domain,ipr004136
533,533,PF03060,3,61,CONTINUOUS,PF03060,4.3e-08,335,pfam,domain,ipr004136
534,534,PF03060,6,331,CONTINUOUS,PF03060,1.7e-55,351,pfam,domain,ipr004136
535,535,PF03060,78,303,CONTINUOUS,PF03060,2.5e-24,335,pfam,domain,ipr004136
536,536,PF03060,69,224,CONTINUOUS,PF03060,4.1e-25,292,pfam,domain,ipr004136
537,537,PF03060,6,332,CONTINUOUS,PF03060,3.6e-50,350,pfam,domain,ipr004136
538,538,PF03060,5,309,CONTINUOUS,PF03060,3.7e-58,330,pfam,domain,ipr004136
539,539,PF03060,124,308,CONTINUOUS,PF03060,1.7e-24,323,pfam,domain,ipr004136
540,540,PF03060,10,331,CONTINUOUS,PF03060,3.3e-39,343,pfam,domain,ipr004136
541,541,PF03060,98,307,CONTINUOUS,PF03060,3.4e-26,323,pfam,domain,ipr004136
542,542,PF03060,10,335,CONTINUOUS,PF03060,1.2e-50,354,pfam,domain,ipr004136
543,543,PF03060,6,331,CONTINUOUS,PF03060,1e-48,350,pfam,domain,ipr004136
544,544,PF03060,100,331,CONTINUOUS,PF03060,3.2e-28,345,pfam,domain,ipr004136
545,545,PF03060,130,337,CONTINUOUS,PF03060,1.2e-24,354,pfam,domain,ipr004136
546,546,PF03060,10,334,CONTINUOUS,PF03060,9.4e-55,354,pfam,domain,ipr004136
547,547,PF03060,5,309,CONTINUOUS,PF03060,2.6e-59,331,pfam,domain,ipr004136
548,548,PF03060,6,331,CONTINUOUS,PF03060,4.8e-43,346,pfam,domain,ipr004136
549,549,PF03060,6,63,CONTINUOUS,PF03060,2.9e-07,342,pfam,domain,ipr004136
550,550,PF03060,6,330,CONTINUOUS,PF03060,2e-48,350,pfam,domain,ipr004136
551,551,PF03060,115,416,CONTINUOUS,PF03060,1.6e-53,439,pfam,domain,ipr004136
552,552,PF03060,6,62,CONTINUOUS,PF03060,1e-07,342,pfam,domain,ipr004136
553,553,PF03060,10,335,CONTINUOUS,PF03060,2.2e-50,354,pfam,domain,ipr004136
554,554,PF03060,22,89,CONTINUOUS,PF03060,1.1e-15,347,pfam,domain,ipr004136
555,555,PF03060,19,359,CONTINUOUS,PF03060,5.8e-90,378,pfam,domain,ipr004136
556,556,PF03060,1,334,CONTINUOUS,PF03060,4.5e-74,349,pfam,domain,ipr004136
557,557,PF03060,5,309,CONTINUOUS,PF03060,5.6e-57,746,pfam,domain,ipr004136
558,558,PF03060,9,377,CONTINUOUS,PF03060,4.6e-66,387,pfam,domain,ipr004136
559,559,PF03060,5,306,CONTINUOUS,PF03060,2.9e-55,743,pfam,domain,ipr004136
560,560,PF03060,5,309,CONTINUOUS,PF03060,3.1e-54,325,pfam,domain,ipr004136
561,561,PF03060,5,311,CONTINUOUS,PF03060,4.9e-60,330,pfam,domain,ipr004136
562,562,PF03060,89,305,CONTINUOUS,PF03060,4.9e-20,318,pfam,domain,ipr004136
563,563,PF03060,90,305,CONTINUOUS,PF03060,3.7e-20,318,pfam,domain,ipr004136
564,564,PF03060,6,75,CONTINUOUS,PF03060,1.2e-13,335,pfam,domain,ipr004136
565,565,PF03060,86,241,CONTINUOUS,PF03060,4.5e-22,317,pfam,domain,ipr004136
